,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Núm. de oferta,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Otras fuentes de energía,"Consumo de combustible
2",Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Unnamed: 29,Tipo de pintura,"Emisión de CO₂
2",Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-cla-200-7g-dct-gasolina-negro-4947b864-4598-4f79-b97a-c037f1c23f19,Mercedes-Benz,CLA 200,"€ 30.900,-",https://maps.google.com/?q=APARTADO%20DE%20CORREOS%201032%2C%2026140%20LOGRO%C3%91O%2C%20ES,120 kW (163 CV),Prof.,Coupé,Ocasión,4,España,11131518,24 mes,66.850 km,08/2019,Automático,1.332 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro Noche,Tracción delantera,5.0,7.0,4.0,1.420 kg,Gasolina,,,,,,,,,,,,,,,
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/citroen-c3-comercial-bluehdi-100-diesel-blanco-5650c702-d154-4bd4-a27c-3d7cbebaaffb,Citroen,C3,"€ 8.995,-",https://maps.google.com/?q=C%2F%20TIJARAFE%2C%2025%2C%2038108%20SANTA%20CRUZ%20DE%20TENERIFE%2C%20ES,75 kW (102 CV),Prof.,Sedán,Ocasión,5,España,11106749,12 mes,39.532 km,02/2021,Manual,1.499 cm³,,,Blanco,Blanco,,,,,,Diésel,,,,,,,,,,,,,,,
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x6-xdrive-40da-diesel-blanco-ce9176b9-3e30-4689-bef5-840a083d95df,BMW,X6,"€ 36.990,-",https://maps.google.com/?q=SANTIAGO%20RAMON%20Y%20CAJAL%20N%C2%BA1%2C%2028939%20ARROYOMOLINOS%2C%20ES,230 kW (313 CV),Prof.,Coupé,Ocasión,5,España,8996429,12 mes,159.000 km,12/2015,Automático,2.993 cm³,,"7 l/100 km (mixto)
7,9 l/100 km (urbano)
6,4 l/100 km (extraurbano)",Blanco,,Tracción a las cuatro ruedas,5.0,8.0,6.0,2.105 kg,Diésel,,,,,,,,,,,,,,,
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/porsche-macan-s-diesel-9-75-aut-diesel-aff83397-f32b-4a2c-8811-0bfc14e7dfb0,Porsche,Macan,"€ 34.990,-",https://maps.google.com/?q=RONDA%20PONENT%2C%2012%2C%2008201%20SABADELL%2C%20ES,190 kW (258 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11107498,,164.000 km,02/2015,Automático,2.967 cm³,,"6,3 l/100 km (mixto)
6,9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",,Gris-negro,Tracción a las cuatro ruedas,5.0,7.0,6.0,1.880 kg,Diésel,,,,,,,,,,,,,,,
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x5-m-competition-gasolina-gris-d38fd6b3-85cf-45ac-9f0d-2658f3e1b59c,BMW,X5,"€ 186.900,-1",https://maps.google.com/?q=Poligono%20Industrial%20Sud%2C%20sector%20P3%20Nave%2010%2C%208440%20CARDEDEU%2C%20ES,460 kW (625 CV),Prof.,SUV/4x4/Pickup,Demostración,5,España,11105461,36 mes,4.100 km,08/2023,Automático,4.395 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,M Brooklyn Grey Metallic,Tracción a las cuatro ruedas,5.0,8.0,8.0,2.400 kg,Gasolina,,,,,,,,,,,,,,,
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-range-rover-evoque-2-0d-mhev-r-dynamic-se-awd-aut-150-diesel-gris-f380464a-107b-4fdb-a106-bcb7c63bb20d,Land Rover,Range Rover Evoque,"€ 30.000,-1",https://maps.google.com/?q=AVDA%20CAMINO%20DE%20LO%20CORTAO%20N%C2%BA37%20B%20NAVE%20B%2C%2028703%20SAN%20SEBASTIAN%20DE%20LOS%20REYES%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11105822,12 mes,58.000 km,05/2019,Automático,1.999 cm³,,"5,6 l/100 km (mixto)
6,6 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Gris,R-DYNAMIC,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.891 kg,Diésel,,Metalizado,,,,,,,,,,,,,
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/bmw-520-520da-gran-turismo-diesel-gris-a5980f55-ca4b-4458-a97c-f70cf9a198b3,BMW,520,"€ 16.995,-",https://maps.google.com/?q=Avinguda%20d%27els%20Arcs%20%2027%2C%2046940%20Manises%2C%20ES,135 kW (184 CV),Prof.,Sedán,Ocasión,5,España,11104516,12 mes,149.385 km,02/2016,Automático,1.995 cm³,,"5,6 l/100 km (mixto)
6,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Gris,Gris,Tracción trasera,5.0,8.0,4.0,1.915 kg,Diésel,,,,,,,,,,,,,,,
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glc-250-250d-4matic-aut-diesel-plateado-e2a36ecf-6b12-442c-ad33-ada899fdbf77,Mercedes-Benz,GLC 250,"€ 33.790,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,150 kW (204 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11130308,12 mes,86.794 km,12/2018,Automático,2.143 cm³,,"6,1 l/100 km (mixto)
6,9 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Plateado,Plateado,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.855 kg,Diésel,,Metalizado,,,,,,,,,,,,,
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/porsche-cayenne-e-hybrid-otros-negro-98ca9e63-a66d-4449-8b63-841ce2931fa6,Porsche,Cayenne,"€ 40.990,-",https://maps.google.com/?q=CTRA.%20ACC%C3%89S%20COSTA%20BRAVA%2C%20190%2C%2C%2017300%20BLANES%2C%20ES,340 kW (462 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11132503,12 mes,189.000 km,01/2018,Automático,2.995 cm³,,,Negro,Negro,,,,,,Otros,,,,,,,,,,,,,,,
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-traveller-1-5bluehdi-active-compact-120-diesel-negro-52e4b0e4-e607-4660-b582-e319732459bb,Peugeot,Traveller,"€ 27.990,-",https://maps.google.com/?q=Esqueis%2C%201%20(nave%208)%2C%208415%20Bigues%20i%20riells%2C%20ES,90 kW (122 CV),Prof.,Monovolumen,Ocasión,4,España,10961418,12 mes,44.753 km,07/2018,Manual,1.499 cm³,,"4,9 l/100 km (mixto)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Negro,,Tracción delantera,5.0,6.0,4.0,1.625 kg,Diésel,,,,,,,,,,,,,,,
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/audi-q7-3-0tdi-quattro-tiptronic-7pl-200kw-9-75-diesel-azul-98a4e57c-03e8-4ee0-8afa-4cb8b7c48ddd,Audi,Q7,"€ 43.500,-",https://maps.google.com/?q=CALLE%20ARTES%20GRAFICAS%201%2C%20NAVE%2017%20Y%2018e%2017%20y%2018%2C%2028320%20PINTO%2C%20ES,200 kW (272 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11130051,12 mes,79.900 km,01/2018,Automático,2.967 cm³,,"6,2 l/100 km (mixto)
6,5 l/100 km (urbano)
5,8 l/100 km (extraurbano)",Azul,Ink Blue Metallic (C7),Tracción a las cuatro ruedas,7.0,8.0,6.0,1.995 kg,Diésel,,Metalizado,,,,,,,,,,,,,
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/audi-r8-v10-fsi-performance-quattro-s-tronic-456kw-gasolina-gris-00b80763-e87d-41b7-a204-e5bdd67a5c1f,Audi,R8,"€ 174.900,-",https://maps.google.com/?q=CTRA.%20PATERNA%20-%20CA%C3%91ADA%2C%20KM.%202%2C2%2C%2046980%20PATERNA%2C%20ES,456 kW (620 CV),Prof.,Coupé,Ocasión,2,España,11105716,12 mes,18.000 km,03/2021,Automático,5.204 cm³,,"13,1 l/100 km (mixto)
20 l/100 km (urbano)
9 l/100 km (extraurbano)",Gris,Gris Daytona efecto perla,Tracción a las cuatro ruedas,2.0,7.0,10.0,1.670 kg,Gasolina,,,,,,,,,,,,,,,
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-g-63-amg-4matic-9g-tronic-gasolina-negro-80db708d-e34d-4bb7-b790-7ae39d6886fc,Mercedes-Benz,G 63 AMG,"€ 239.900,-",https://maps.google.com/?q=Poligono%20Industrial%20Sud%2C%20sector%20P3%20Nave%2010%2C%208440%20CARDEDEU%2C%20ES,430 kW (585 CV),Prof.,SUV/4x4/Pickup,Demostración,5,España,11126201,36 mes,4.900 km,06/2023,Automático,3.982 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro Obsidiana,Tracción a las cuatro ruedas,5.0,9.0,8.0,2.595 kg,Gasolina,,,,,,,,,,,,,,,
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-2008-1-2-puretech-s-s-allure-100-gasolina-gris-f571e95f-1a7c-4c83-82a6-dec46f5213ee,Peugeot,2008,"€ 21.147,-",https://maps.google.com/?q=AVENIDA%20JOS%C3%89%20G%C3%81RATE%205%2C%2C%2028823%20COSLADA%2C%20ES,75 kW (102 CV),Prof.,SUV/4x4/Pickup,KM0,5,España,11245373,36 mes,2 km,11/2023,Manual,1.199 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,,Tracción delantera,5.0,6.0,3.0,1.200 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-220-220cdi-be-dynamic-ed-avantgarde-7g-plus-diesel-amarillo-6fd0b82b-e820-46c3-85d8-1bd20aa23198,Mercedes-Benz,E 220,"€ 6.800,-",https://maps.google.com/?q=Calle%20Ponferrada%2048%2C%2028029%20Madrid%2C%20ES,125 kW (170 CV),Prof.,Sedán,Ocasión,4,España,11128870,12 mes,290.900 km,01/2009,Automático,2.143 cm³,,"4,9 l/100 km (mixto)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Amarillo,,Tracción trasera,5.0,7.0,4.0,1.725 kg,Diésel,,,,,,,,,,,,,,,
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/audi-a7-sportback-50-tdi-quattro-tiptronic-210kw-diesel-blanco-f304c935-960f-4495-943b-10422676217e,Audi,A7,"€ 42.890,-",https://maps.google.com/?q=Avd.%20de%20Gij%C3%B3n%2C%2021%20-%20bajo%2C%2033420%20Lugones%2C%20ES,210 kW (286 CV),Prof.,Coupé,Ocasión,5,España,11143644,12 mes,100.000 km,01/2019,Automático,2.967 cm³,,"5,6 l/100 km (mixto)
6,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Blanco,,Tracción a las cuatro ruedas,4.0,8.0,6.0,1.955 kg,Diésel,,,,,,,,,,,,,,,
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-407-coupe-2-7hdi-aut-diesel-negro-c57777a7-b89f-4822-8315-da03d800f2a8,Peugeot,407,"€ 5.500,-",https://maps.google.com/?q=Diseminado%20Vereda%20de%20la%20Cueva%2042%2C%2030161%20Llano%20de%20Brujas%2C%20ES,150 kW (204 CV),Prof.,Coupé,Ocasión,2,España,8996468,12 mes,206.301 km,08/2009,Automático,2.720 cm³,,"8,5 l/100 km (mixto)
11,9 l/100 km (urbano)
6,5 l/100 km (extraurbano)",Negro,,Tracción delantera,4.0,6.0,6.0,1.799 kg,Diésel,,,,,,,,,,,,,,,
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/audi-q5-2-0tdi-quattro-ultra-s-tronic-120kw-diesel-negro-63d05540-3594-4dde-8bcb-068c031c9ec6,Audi,Q5,"€ 22.390,-",https://maps.google.com/?q=AVENIDA%20ALICANTE%2C%2053%2C%203007%20MURCIA%2C%20ES,120 kW (163 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10708279,12 mes,166.000 km,04/2018,Automático,1.968 cm³,,"4,9 l/100 km (mixto)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Negro,Negro,Tracción a las cuatro ruedas,5.0,7.0,4.0,1.770 kg,Diésel,,,,,,,,,,,,,,,
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/cupra-formentor-1-5-tsi-150-dsg-gasolina-gris-b71845b2-7927-4498-bb68-5b28419cf28c,Cupra,Formentor,"€ 26.800,-1",https://maps.google.com/?q=AVDA.%20ANDALUCIA%2C%20S%2FN%2C%2018015%20GRANADA%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11133385,60 mes,21.900 km,02/2022,Automático,1.498 cm³,,"5,5 l/100 km (mixto)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",Gris,GRAPHENE,Tracción delantera,5.0,7.0,4.0,1.463 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-208-1-2-puretech-s-s-active-pack-100-gasolina-negro-10a5c619-5dc5-452c-bf6c-b49c7d75c3fd,Peugeot,208,"€ 12.495,-",https://maps.google.com/?q=Av.%20de%20los%20Deportes%2019%2C%2046600%20Alzira%2C%20ES,75 kW (102 CV),Prof.,Coche pequeño,Ocasión,5,España,11096549,12 mes,68.048 km,03/2021,Manual,1.199 cm³,,"4,2 l/100 km (mixto)
5,2 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,5.0,6.0,3.0,,Gasolina,,,,,,,,,,,,,,,
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-220-coupe-220d-9g-tronic-diesel-azul-c684f551-9d78-4fd8-9860-8f107a8a61d1,Mercedes-Benz,E 220,"€ 36.900,-",https://maps.google.com/?q=PORT.%20TARRACO%2C%20MOLL%20DE%20LLEVANT%2C%20N%C2%BA%205%2C%20LOC.%206-8%2C%2043004%20TARRAGONA%2C%20ES,143 kW (194 CV),Prof.,Coupé,Ocasión,2,España,11126728,12 mes,80.700 km,05/2018,Automático,1.950 cm³,,"4,6 l/100 km (mixto)
4,7 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Azul,Azul metalizado (CAVANSITE BLU,Tracción trasera,4.0,9.0,4.0,1.735 kg,Diésel,,,,,,,,,,,,,,,
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x6-xdrive-30da-diesel-negro-6dbbcf3c-6fd2-4f2d-8d03-607351f2d12b,BMW,X6,"€ 27.990,-",https://maps.google.com/?q=AVENIDA%20CONDESA%20DE%20CHINCHON%20107%2C%20PLANTA%201%2C%20LOCAL%201-2.1%2C%2028660%20BOADILLA%20DEL%20MONTE%2C%20ES,173 kW (235 CV),Prof.,Coupé,Ocasión,5,España,11107140,12 mes,168.000 km,01/2010,Automático,2.993 cm³,,"8,2 l/100 km (mixto)
10,4 l/100 km (urbano)
7 l/100 km (extraurbano)",Negro,HAMANN,Tracción a las cuatro ruedas,4.0,6.0,6.0,2.150 kg,Diésel,,,,,,,,,,,,,,,
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-s-350-d-l-diesel-negro-1ef14788-9c64-4c69-8ccf-145b571c8f6a,Mercedes-Benz,S 350,"€ 36.990,-",https://maps.google.com/?q=Crta%20de%20Toledo%20km%20200%20Salida%209B%2C%2028919%20LEGANES%2C%20ES,190 kW (258 CV),Prof.,Sedán,Ocasión,4,España,11098587,12 mes,143.887 km,05/2016,Automático,3 cm³,,"5,7 l/100 km (mixto)
6,9 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Negro,Negro,,,,,,Diésel,,,,,,,,,,,,,,,
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/nissan-qashqai-1-7-dci-acenta-110kw-4wd-5p-diesel-blanco-4de6c8b5-b83a-45f5-9687-31716e1d4eb3,Nissan,Qashqai,"€ 14.990,-",https://maps.google.com/?q=AVENIDA%20DE%20BURGOS%2C%2093%2C%2028050%20MADRID%2C%20ES,110 kW (150 CV),Prof.,Sedán,Ocasión,5,España,8993577,12 mes,74.940 km,10/2019,Manual,,,,Blanco,BLANCO,,,,,,Diésel,,,,,,,,,,,,,,,
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-450-4matic-9g-tronic-gasolina-azul-f069512f-8826-49f7-bbed-53f9e6a62fa7,Mercedes-Benz,E 450,"€ 45.990,-",https://maps.google.com/?q=CTRA.%20CORDOBA%2C%20KM.%20429%2C%2018230%20ATARFE%2C%20ES,270 kW (367 CV),Prof.,Sedán,Ocasión,4,España,11135484,12 mes,49.000 km,02/2019,Automático,2.996 cm³,,"8,4 l/100 km (mixto)
10,9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Azul,Azul,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.845 kg,Gasolina,,,,,,,,,,,,,,,
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-viano-2-2cdi-trend-largo-4m-aut-diesel-marron-3c381e19-2f81-4493-b2b3-cf06a14ef33b,Mercedes-Benz,Viano,"€ 25.990,-",https://maps.google.com/?q=Avenida%20Somosierra%2012%2C%20Garaje%206%2C%2028703%20San%20Sebasti%C3%A1n%20de%20Los%20Reyes%2C%20ES,120 kW (163 CV),Prof.,Monovolumen,Ocasión,4,España,11120609,12 mes,143.000 km,04/2011,Automático,2.143 cm³,,"8,9 l/100 km (mixto)
11,2 l/100 km (urbano)
7,5 l/100 km (extraurbano)",Marrón,,Tracción a las cuatro ruedas,6.0,5.0,4.0,2.190 kg,Diésel,,Metalizado,,,,,,,,,,,,,
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/toyota-rav-4-rav4-2-5l-220h-advance-4wd-otros-blanco-5e00160f-a17f-4ab8-ac11-72e1b8018958,Toyota,RAV 4,"€ 25.890,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,163 kW (222 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11095786,12 mes,97.714 km,07/2020,Automático,2.487 cm³,,"5,8 l/100 km (mixto)
4,5 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Blanco,Blanco,,,,,,Otros,,,,,,,,,,,,,,,
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/ferrari-330-gt-2-2-gasolina-gris-ba76b75d-4f59-4311-a329-c9f025a6303a,Ferrari,330,"€ 349.999,-",https://maps.google.com/?q=C%2FCARRIL%20DE%20PICAZA%20N%C2%BA2%20POLG.%20IND.%20SAN%20PEDRO%20DE%20ALCANTARA.%2C%2029670%20MARBELLA%2C%20ES,221 kW (300 CV),Prof.,Otros,Clásica,5,España,11262592,12 mes,74.700 km,01/1964,Manual,,,,Gris,,,,,,,Gasolina,,,,,,,,,,,,,,,
58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/porsche-997-carrera-s-coupe-gasolina-negro-7bcc523d-2f79-4352-8a3d-5fd54f127aa0,Porsche,997,"€ 41.990,-",https://maps.google.com/?q=-%2C%2020014%20GUIPUZCOA%2C%20ES,261 kW (355 CV),Prof.,Coupé,Ocasión,2,España,11134795,12 mes,155.000 km,06/2005,Automático,3.824 cm³,,"11,5 l/100 km (mixto)
17,1 l/100 km (urbano)
8,4 l/100 km (extraurbano)",Negro,Negro,Tracción trasera,4.0,6.0,6.0,1.495 kg,Gasolina,,,,,,,,,,,,,,,
59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/kia-sorento-1-6-t-gdi-hev-drive-dct-2wd-230-5p-7-plazas-gasolina-d8c76207-4eab-432b-bc83-bab6b490e918,Kia,Sorento,"€ 37.500,-",https://maps.google.com/?q=Avenida%20Carlos%20Sainz%2C%2023%2C%2028914%20Legan%C3%A9s%2C%20ES,169 kW (230 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11102231,72 mes,14.300 km,02/2023,Automático,1.600 cm³,,"6,7 l/100 km (mixto)",,Plateado,,,,,,Gasolina,,,,,,,,,,,,,,,
60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/bmw-m4-gasolina-blanco-7104ff7f-6937-4c2d-9070-1324c0b1b05d,BMW,M4,"€ 49.990,-",https://maps.google.com/?q=GATIKA%2C%2048110%20GATIKA%2C%20ES,317 kW (431 CV),Prof.,Coupé,Ocasión,2,España,10343543,12 mes,156.300 km,06/2015,Manual,2.979 cm³,,"8,8 l/100 km (mixto)
12 l/100 km (urbano)
6,9 l/100 km (extraurbano)",Blanco,Perlado tricapa,Tracción trasera,4.0,6.0,6.0,1.497 kg,Gasolina,,,,,,,,,,,,,,,
61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/lamborghini-murcielago-lp-640-gasolina-blanco-a531b0af-c132-4fdf-bad0-f3f298867ebd,Lamborghini,Murciélago,"€ 285.000,-",https://maps.google.com/?q=CONCERTAR%20CITA%20PREVIA%2C%2008008%20Barcelona%2C%20ES,471 kW (640 CV),Prof.,Coupé,Ocasión,2,España,11093633,,45.000 km,03/2008,Manual,6.496 cm³,,"21,3 l/100 km (mixto)
31 l/100 km (urbano)
15 l/100 km (extraurbano)",Blanco,Blanco Perla Original,Tracción a las cuatro ruedas,2.0,6.0,12.0,1.665 kg,Gasolina,,,,,,,,,,,,,,,
62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/volvo-v90-nuevo-v90cc-cross-country-pro-d4-awd-automatico-diesel-blanco-4888c3c9-5199-471f-9ef1-d091f9b5d308,Volvo,V90,"€ 36.500,-",https://maps.google.com/?q=VALLE%20DE%20LA%20BALLESTERA%2C%206%2C%2046015%20VALENCIA%2C%20ES,140 kW (190 CV),Prof.,Familiar,Ocasión,5,España,11106589,12 mes,11.500 km,12/2020,Automático,,,,Blanco,Blanco C614E,,,,,,Diésel,,Metalizado,,,,,,,,,,,,,
63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-b-250-180cdi-diesel-azul-cbb055aa-34a4-4a94-b985-7fdbb264c0a2,Mercedes-Benz,B 250,"€ 3.800,-",https://maps.google.com/?q=AVDA%20DEL%20CA%C3%91AL%20N%C2%BA%2023%2C%2028500%20ARGANDA%20DEL%20REY%2C%20ES,80 kW (109 CV),Prof.,Monovolumen,Ocasión,5,España,11133406,12 mes,351.126 km,03/2009,Manual,1.991 cm³,,"5,2 l/100 km (mixto)
7,2 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Azul,,Tracción delantera,5.0,6.0,4.0,1.435 kg,Diésel,,,,,,,,,,,,,,,
64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glk-280-aut-gasolina-negro-02f4fd92-ea41-4cb2-8b0a-80e9f3344812,Mercedes-Benz,GLK 280,"€ 14.500,-",https://maps.google.com/?q=C%2FRAMIRO%20PASCUAL%20N%C2%BA%2011%2C%2036312%20VIGO%2C%20ES,170 kW (231 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10974211,,227.973 km,11/2008,Automático,2.996 cm³,,"10,4 l/100 km (mixto)
14,1 l/100 km (urbano)
8,3 l/100 km (extraurbano)",Negro,,Tracción a las cuatro ruedas,5.0,7.0,6.0,1.830 kg,Gasolina,,,,,,,,,,,,,,,
